id_orgao_cluster;tipo_justica;Atuacao_Vara;Cluster_Novo;Desc_Cluster;Porte_Municipio;Porte_Tribunal;Classificacao_Acervo_2;Classificacao_PIB_per_capita;codtribunal;cod_orgao_julg;Classificacao_cluster;Desc_Cluster_com_duracao
4246;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30659;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1097 dias
4247;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30660;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1481 dias
4248;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30661;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1434 dias
4249;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30662;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1130 dias
4250;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30663;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1508 dias
4251;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30676;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1396 dias
4252;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20812;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 685 dias
4253;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20813;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 633 dias
4254;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT24;20814;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 288 dias
4255;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT24;20815;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 428 dias
4256;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20816;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 290 dias
4257;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT24;20817;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 495 dias
4258;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20818;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 452 dias
4259;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT24;20819;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 723 dias
4260;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20820;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 279 dias
4261;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20821;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 394 dias
4262;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20822;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 352 dias
4263;Trabalho;Trabalho;Cluster 6;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com alto PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT24;20823;5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 700 dias
4264;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT24;20824;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 423 dias
